conversation_id,index,turn_id,speaker,utterance,label,label_name
082338006,22,082338006_22,b,thank you,backch,Backchannel
082338006,23,082338006_23,b,thanks hello,thank,Thank
082338006,24,082338006_24,a,miss,greet,Greet
082338006,25,082338006_25,a,passing you through to my colleague now,informIntent,Inform Intention
082338006,26,082338006_26,a,he'll help you,inform,Inform
082338006,27,082338006_27,b,hello,backch,Backchannel
083138006,0,083138006_0,b,hello,greet,Greet
083138006,1,083138006_1,b,could uh you send a duplicate of my uh of the phone bill please,direct,Direct
083138006,2,083138006_2,b,because what's happened i've lost part of it,inform,Inform
083138006,3,083138006_3,b,and i can't pay uh the rest in the post office,inform,Inform
083138006,4,083138006_4,b,they say they can't take that part of it,inform,Inform
083138006,5,083138006_5,a,right,ackn,Acknowledge
083138006,6,083138006_6,a,no problem,accept,Accept
083138006,7,083138006_7,a,yeah,ackn,Acknowledge
083138006,8,083138006_8,a,that's fine,accept,Accept
083138006,9,083138006_9,a,uh huh,backch,Backchannel
083138006,10,083138006_10,a,lovely,appreciate,Appreciate
083138006,11,083138006_11,a,thank you,thank,Thank
083138006,12,083138006_12,a,can you confirm your name and the address on the bill for me please,reqInfo,Request Inform
083138006,13,083138006_13,b,uh it's a mister uh sorry yeah that's right yes oh right cheers,answ,Answer
083138006,14,083138006_14,a,lovely,appreciate,Appreciate
083138006,15,083138006_15,a,thank you and are you missus and it's just the the last bill is it missus yeah that's no problem at all i have that requested today so it should be with you within the next two or days,thank,Thank
083138006,16,083138006_16,a,and are you missus and it's just the the last bill is it missus yeah that's no problem at all i have that requested today so it should be with you within the next two or days,reqInfo,Request Inform
083138006,17,083138006_17,b,yeah,answ,Answer
083138006,18,083138006_18,b,that's right,answElab,Answer Elaborate
083138006,19,083138006_19,a,and it's just the the last bill is it missus yeah that's no problem at all i have that requested today so it should be with you within the next two or days,confirm,Confirm
083138006,20,083138006_20,b,yes,ackn,Acknowledge
083138006,21,083138006_21,a,yeah,ackn,Acknowledge
083138006,22,083138006_22,a,that's no problem at all,accept,Accept
083138006,23,083138006_23,a,i have that requested today,informIntent,Inform Intention
083138006,24,083138006_24,a,so,init,Initialise
083138006,25,083138006_25,a,it should be with you within the next two or days,inform,Inform
083138006,26,083138006_26,b,oh right,ackn,Acknowledge
083138006,27,083138006_27,b,cheers,thank,Thank
083606009,0,083606009_0,b,well,init,Initialise
083606009,1,083606009_1,b,um i just got my account,inform,Inform
083606009,2,083606009_2,b,but it doesn't on,inform,Inform
083606009,3,083606009_3,b,i'm in and it doesn't say the number and on on the envelope it's got try two which i am number two but i don't have any number you know there's fifteen flats in this block block and it could go anywhere just with my my name on it so i want to make sure that the next bill has number two yes it's yes it's yes it's two i've been here fifteen years you know should know by now you have good thank you very much byebye,inform,Inform
083606009,4,083606009_4,b,and it doesn't say the number and on on the envelope it's got try two which i am number two,inform,Inform
083606009,5,083606009_5,b,but i don't have any number you know,inform,Inform
083606009,6,083606009_6,b,there's fifteen flats in this block block,inform,Inform
083606009,7,083606009_7,b,and it could go anywhere just with my my name on it,expressPossibility,Express Possibility
083606009,8,083606009_8,b,so,init,Initialise
083606009,9,083606009_9,b,i want to make sure that the next bill has number two yes it's yes it's yes it's two i've been here fifteen years you know should know by now you have good thank you very much byebye,direct,Direct
083606009,10,083606009_10,a,right,accept,Accept
083606009,11,083606009_11,a,have you got your customer number on there please,reqInfo,Request Inform
083606009,12,083606009_12,b,yes,answ,Answer
083606009,13,083606009_13,b,it's yes it's yes it's two i've been here fifteen years you know should know by now you have good thank you very much byebye,answElab,Answer Elaborate
083606009,14,083606009_14,a,yeah,backch,Backchannel
083606009,15,083606009_15,a,yeah,backch,Backchannel
083606009,16,083606009_16,a,yeah,backch,Backchannel
083606009,17,083606009_17,a,right,ackn,Acknowledge
083606009,18,083606009_18,a,can i just take your name please and your initial,reqInfo,Request Inform
083606009,19,083606009_19,b,yes,answ,Answer
083606009,20,083606009_20,b,it's yes it's two i've been here fifteen years you know should know by now you have good thank you very much byebye,answElab,Answer Elaborate
083606009,21,083606009_21,a,and you postal code please missus right just bear with me and i'm gonna change that right i've added that on there for you yeah okay thank you byebye,reqInfo,Request Inform
083606009,22,083606009_22,b,yes,answ,Answer
083606009,23,083606009_23,a,right,ackn,Acknowledge
083606009,24,083606009_24,a,just bear with me,hold,Hold
083606009,25,083606009_25,a,and i'm gonna change that,informIntent,Inform Intention
083606009,26,083606009_26,b,it's two i've been here fifteen years you know should know by now you have good thank you very much byebye,inform,Inform
083606009,27,083606009_27,b,i've been here fifteen years,inform,Inform
083606009,28,083606009_28,b,you know should know by now,expressOpinion,Express Opinion
083606009,29,083606009_29,a,i've added that on there for you,inform,Inform
083606009,30,083606009_30,b,you have,confirm,Confirm
083606009,31,083606009_31,b,good,appreciate,Appreciate
083606009,32,083606009_32,b,thank you very much,thank,Thank
083606009,33,083606009_33,a,yeah,ackn,Acknowledge
083606009,34,083606009_34,a,okay,ackn,Acknowledge
083606009,35,083606009_35,a,thank you,thank,Thank
083606009,36,083606009_36,b,byebye,bye,Bye
083606009,37,083606009_37,a,byebye,bye,Bye
084337008,0,084337008_0,b,hello,greet,Greet
084337008,1,084337008_1,b,um i got got a a letter right,inform,Inform
084337008,2,084337008_2,b,and it says there's a i prefer i could do it by monthly payments,inform,Inform
084337008,3,084337008_3,a,yes,ackn,Acknowledge
084337008,4,084337008_4,a,that's fine,accept,Accept
084337008,5,084337008_5,b,yeah,ackn,Acknowledge
084337008,6,084337008_6,a,you know which is taking a set monthly amount on a set day of the month um by direct debit,inform,Inform
084337008,7,084337008_7,b,oh is it direct debit,reqInfo,Request Inform
084337008,8,084337008_8,a,it is,answ,Answer
084337008,9,084337008_9,a,yeah,answElab,Answer Elaborate
084337008,10,084337008_10,b,oh,ackn,Acknowledge
084337008,11,084337008_11,a,now,init,Initialise
084337008,12,084337008_12,a,we could send you a payment card,offer,Offer
084337008,13,084337008_13,a,would that be helpful for you,reqInfo,Request Inform
084337008,14,084337008_14,a,that's were you make sort of,inform,Inform
084337008,15,084337008_15,b,well,init,Initialise
084337008,16,084337008_16,b,it's this bill see,inform,Inform
084337008,17,084337008_17,a,pardon,pardon,Pardon
084337008,18,084337008_18,b,it's this bill that i'm i you know i used to pay you know instalments of every fortnight,inform,Inform
084337008,19,084337008_19,b,and um it's getting a bit difficult with the amount yeah but i only get paid once a fortnight i'm only on the dole,inform,Inform
084337008,20,084337008_20,a,yeah,backch,Backchannel
084337008,21,084337008_21,a,uh huh,backch,Backchannel
084337008,22,084337008_22,a,right okay well,ackn,Acknowledge
084337008,23,084337008_23,a,a payment card lets you pay your bill before it arrives,inform,Inform
084337008,24,084337008_24,a,so,init,Initialise
084337008,25,084337008_25,a,instead of paying once a fortnight,inform,Inform
084337008,26,084337008_26,a,if you go every week to the post office and put in,inform,Inform
084337008,27,084337008_27,b,yeah,backch,Backchannel
084337008,28,084337008_28,b,but i only get paid once a fortnight,inform,Inform
084337008,29,084337008_29,b,i'm only on the dole,inform,Inform
084337008,30,084337008_30,a,oh right,backch,Backchannel
084337008,31,084337008_31,a,uh huh,backch,Backchannel
084337008,32,084337008_32,a,so,init,Initialise
084337008,33,084337008_33,a,is are you having difficulties with this bill,reqInfo,Request Inform
084543012,0,084543012_0,b,hi,greet,Greet
084543012,1,084543012_1,b,um i'd like to report a fault um on a phone line,inform,Inform
084543012,2,084543012_2,a,oh right,ackn,Acknowledge
084543012,3,084543012_3,a,you need to dial for that,inform,Inform
084543012,4,084543012_4,a,that's the fault department,inform,Inform
084543012,5,084543012_5,b,okay,ackn,Acknowledge
084543012,6,084543012_6,b,thanks a lot,thank,Thank
084543012,7,084543012_7,b,bye,bye,Bye
084543012,8,084543012_8,a,alright,init,Initialise
084543012,9,084543012_9,a,byebye,bye,Bye
090040008,0,090040008_0,b,hi,greet,Greet
090040008,1,090040008_1,a,right,ackn,Acknowledge
090040008,2,090040008_2,b,recently we've had about power cuts in poor weather,inform,Inform
090040008,3,090040008_3,a,right,ackn,Acknowledge
090040008,4,090040008_4,b,and the telephone has not worked correctly um after each of those,inform,Inform
090849012,0,090849012_0,b,uh hello,greet,Greet
090849012,1,090849012_1,b,it's i've got the phone in last Wednesday and,inform,Inform
090849012,2,090849012_2,a,sorry,pardon,Pardon
090849012,3,090849012_3,a,you've got the what,reqInfo,Request Inform
090849012,4,090849012_4,b,i got the phone put on last Wednesday,answ,Answer
090849012,5,090849012_5,a,yeah aha,ackn,Acknowledge
090849012,6,090849012_6,b,and i would like to get a bar code cause i've got a year old daughter in the house,direct,Direct
090849012,7,090849012_7,b,cause i've got a year old daughter in the house,inform,Inform
091113012,0,091113012_0,b,uh you caught me off guard there,inform,Inform
091113012,1,091113012_1,b,i was expecting to get through on the normal procedure uh huh why don't we do that anymore oh right thank god cos i hated that other service right could you tell me what select services i'm supposed to have please,inform,Inform
091113012,2,091113012_2,a,what,reqInfo,Request Inform
091113012,3,091113012_3,a,press press and all that,reqInfo,Request Inform
091113012,4,091113012_4,b,uh huh,answ,Answer
091113012,5,091113012_5,b,why don't we do that anymore,reqInfo,Request Inform
091113012,6,091113012_6,a,well,init,Initialise
091113012,7,091113012_7,a,this is just a trial to see how the customer reacts to coming straight through to mm,answ,Answer
091113012,8,091113012_8,b,oh right,ackn,Acknowledge
091113012,9,091113012_9,b,thank god,exclaim,Exclaim
091113012,10,091113012_10,b,cos i hated that other service,inform,Inform
091113012,11,091113012_11,a,mm,ackn,Acknowledge
091113012,12,091113012_12,b,right could you tell me what select services i'm supposed to have please,init,Initialise
091113012,13,091113012_13,b,could you tell me what select services i'm supposed to have please,reqInfo,Request Inform
092559009,0,092559009_0,b,yeah,ackn,Acknowledge
092559009,1,092559009_1,b,could i give you my account number please,reqModal,Request Modal
092559009,2,092559009_2,a,yeah sure,accept,Accept
092559009,3,092559009_3,b,it's double,inform,Inform
092559009,4,092559009_4,a,mm hm,ackn,Acknowledge
092559009,5,092559009_5,a,yeah,ackn,Acknowledge
092559009,6,092559009_6,b,double,inform,Inform
092559009,7,092559009_7,a,that's lovely,appreciate,Appreciate
092559009,8,092559009_8,a,that's all i need,inform,Inform
092559009,9,092559009_9,a,thank you,thank,Thank
093324012,0,093324012_0,b,good morning,greet,Greet
093324012,1,093324012_1,a,morning sir,greet,Greet
093324012,2,093324012_2,b,i don't know whether you're the department i want,reqInfo,Request Inform
093324012,3,093324012_3,b,but i tried or different departments yesterday and couldn't get no answer,inform,Inform
093324012,4,093324012_4,a,right,ackn,Acknowledge
093324012,5,093324012_5,a,so,init,Initialise
093324012,6,093324012_6,b,we want we want a telephone disconnected,direct,Direct
093631011,0,093631011_0,b,oh hello i got this letter through about B T Planet Talk B T Planet Talk it's about long distance call cheaper rates well i've rang the number it says on here and it says press for sales and for something else well i pressed for sales and then it just goes dead,greet,Greet
093631011,1,093631011_1,b,i got this letter through about B T Planet Talk,inform,Inform
093631011,2,093631011_2,a,about what,reqInfo,Request Inform
093631011,3,093631011_3,a,sorry,pardon,Pardon
093631011,4,093631011_4,b,B T Planet Talk,answ,Answer
093631011,5,093631011_5,b,it's about long distance call cheaper rates,inform,Inform
093631011,6,093631011_6,a,yeah,backch,Backchannel
093631011,7,093631011_7,a,right,ackn,Acknowledge
093631011,8,093631011_8,b,well,init,Initialise
093631011,9,093631011_9,b,i've rang the number it says on here,inform,Inform
093631011,10,093631011_10,b,and it says press for sales and for something else,inform,Inform
093631011,11,093631011_11,b,well,init,Initialise
093631011,12,093631011_12,b,i pressed for sales,inform,Inform
093631011,13,093631011_13,b,and then it just goes dead,inform,Inform
094400013,0,094400013_0,b,oh hello there do you want my name pardon i want to just add another international call on my list for for reduced cost,greet,Greet
094400013,1,094400013_1,a,uh could i just ask what it's regarding please,reqInfo,Request Inform
094400013,2,094400013_2,b,pardon,pardon,Pardon
094400013,3,094400013_3,a,can i just ask what your call's regarding please,reqInfo,Request Inform
094400013,4,094400013_4,b,i want to just add another international call on my list for for reduced cost,answ,Answer
095423013,0,095423013_0,b,hello,greet,Greet
095423013,1,095423013_1,b,uh this is a missus my phone number is yeah,identifySelf,Identify Self
095423013,2,095423013_2,a,yes,ackn,Acknowledge
095423013,3,095423013_3,b,my phone number is yeah,inform,Inform
095423013,4,095423013_4,a,sorry,pardon,Pardon
095423013,5,095423013_5,a,is that sorry what was your name and your address please missus,reqInfo,Request Inform
095423013,6,095423013_6,b,yeah,answ,Answer
095423013,7,095423013_7,a,what was your name,reqInfo,Request Inform
095423013,8,095423013_8,a,and your address please missus,reqInfo,Request Inform
095433010,0,095433010_0,b,um is that oh that's unusual good morning this is the shop in oh right right okay i um have um a gentleman here who would like to get connected to uh please,reqInfo,Request Inform
095433010,1,095433010_1,a,it is,answ,Answer
095433010,2,095433010_2,a,yeah,answElab,Answer Elaborate
095433010,3,095433010_3,b,oh that's unusual,expressOpinion,Express Opinion
095433010,4,095433010_4,b,good morning,greet,Greet
095433010,5,095433010_5,b,this is the shop in oh right right okay i um have um a gentleman here who would like to get connected to uh please,identifySelf,Identify Self
095433010,6,095433010_6,a,hello,backch,Backchannel
095433010,7,095433010_7,a,hi there,greet,Greet
095433010,8,095433010_8,a,we're doing a trial into the um call steering,inform,Inform
095433010,9,095433010_9,b,oh right,backch,Backchannel
095433010,10,095433010_10,b,right okay,ackn,Acknowledge
095433010,11,095433010_11,b,i um have um a gentleman here who would like to get connected to uh please,direct,Direct
095654008,0,095654008_0,b,hello,greet,Greet
095654008,1,095654008_1,b,good morning,greet,Greet
095654008,2,095654008_2,b,i'm looking for um it,inform,Inform
095654008,3,095654008_3,b,actually can i pay the telephone the complete a pic today,reqModal,Request Modal
095654008,4,095654008_4,b,can you reconnect my telephone today,direct,Direct
095654008,5,095654008_5,a,i'm sorry,pardon,Pardon
095654008,6,095654008_6,a,can you say that again please,pardon,Pardon
095654008,7,095654008_7,b,yeah,accept,Accept
095654008,8,095654008_8,b,ah i go pay the full bill hmm,inform,Inform
095654008,9,095654008_9,a,you've paid your phone bill,confirm,Confirm
095654008,10,095654008_10,b,yeah,ackn,Acknowledge
095654008,11,095654008_11,a,right,ackn,Acknowledge
095654008,12,095654008_12,a,what's your phone number please,reqInfo,Request Inform
095654008,13,095654008_13,b,double no uh double,answElab,Answer Elaborate
095654008,14,095654008_14,a,sorry,pardon,Pardon
095654008,15,095654008_15,b,no,negate,Negate
095654008,16,095654008_16,b,uh double,answElab,Answer Elaborate
095803012,0,095803012_0,b,oh yes,ackn,Acknowledge
095803012,1,095803012_1,b,good day,greet,Greet
095803012,2,095803012_2,b,um can i give you the telephone number,reqModal,Request Modal
095803012,3,095803012_3,a,yes please,accept,Accept
095803012,4,095803012_4,b,i'm querying uh it's yes it's missus in and it's okay i phoned a few days uh well it was last week to ask you to disconnect that phone and it still has not been done,inform,Inform
095803012,5,095803012_5,a,yes yeah,backch,Backchannel
095803012,6,095803012_6,a,thank you,thank,Thank
095803012,7,095803012_7,a,can i confirm the name address and post code there please as well,reqInfo,Request Inform
095803012,8,095803012_8,b,yes,answ,Answer
095803012,9,095803012_9,b,it's missus in and it's okay i phoned a few days uh well it was last week to ask you to disconnect that phone and it still has not been done,answElab,Answer Elaborate
095803012,10,095803012_10,a,okay,ackn,Acknowledge
095803012,11,095803012_11,a,uh missus how can i help you,reqInfo,Request Inform
095803012,12,095803012_12,b,okay,ackn,Acknowledge
095803012,13,095803012_13,b,i phoned a few days uh well it was last week to ask you to disconnect that phone and it still has not been done,inform,Inform
095803012,14,095803012_14,b,and it still has not been done,inform,Inform
100333010,0,100333010_0,b,yes,ackn,Acknowledge
100333010,1,100333010_1,b,i'd like to um request a couple of services please,direct,Direct
100333010,2,100333010_2,b,i'd like to um update my family and friends list,directElab,Direct Elaborate
100333010,3,100333010_3,a,right okay,accept,Accept
100333010,4,100333010_4,a,no problem,accept,Accept
100333010,5,100333010_5,a,and uh what's your phone your home phone number please,reqInfo,Request Inform
100333010,6,100333010_6,b,it's yes it's missus yes i would yes right um right let me get it on here um the one that one off and right the ones have automatically been changed haven't they,answ,Answer
100333010,7,100333010_7,a,yeah,backch,Backchannel
100333010,8,100333010_8,a,lovely,appreciate,Appreciate
100333010,9,100333010_9,a,thank you,thank,Thank
100333010,10,100333010_10,a,and can you confirm your full name and address with your postal code please,reqInfo,Request Inform
100333010,11,100333010_11,b,yes,answ,Answer
100333010,12,100333010_12,b,it's missus yes i would yes right um right let me get it on here um the one that one off and right the ones have automatically been changed haven't they,answElab,Answer Elaborate
100333010,13,100333010_13,a,that's lovely,appreciate,Appreciate
100333010,14,100333010_14,a,thank you,thank,Thank
100333010,15,100333010_15,a,right,init,Initialise
100333010,16,100333010_16,a,so,init,Initialise
100333010,17,100333010_17,a,you'd like to change a couple of the numbers would you on the friends and family,confirm,Confirm
100333010,18,100333010_18,b,yes,ackn,Acknowledge
100333010,19,100333010_19,b,i would yes,ackn,Acknowledge
100333010,20,100333010_20,a,yeah,ackn,Acknowledge
100333010,21,100333010_21,a,okay,accept,Accept
100333010,22,100333010_22,a,do you know which ones you want to take off or,reqDirect,Request Direct
100333010,23,100333010_23,b,right um right let me get it on here um the one that one off and right the ones have automatically been changed haven't they,ackn,Acknowledge
100333010,24,100333010_24,b,right,ackn,Acknowledge
100333010,25,100333010_25,b,let me get it on here,informIntent,Inform Intention
100333010,26,100333010_26,b,um the one that one off and right the ones have automatically been changed haven't they,inform,Inform
100333010,27,100333010_27,a,yep,ackn,Acknowledge
100333010,28,100333010_28,a,so,init,Initialise
100333010,29,100333010_29,a,that wants to come off,confirm,Confirm
100333010,30,100333010_30,b,that one off,inform,Inform
100333010,31,100333010_31,a,yeah,ackn,Acknowledge
100333010,32,100333010_32,a,right,ackn,Acknowledge
100333010,33,100333010_33,b,and right,ackn,Acknowledge
100333010,34,100333010_34,b,the ones have automatically been changed haven't they,confirm,Confirm
100333010,35,100333010_35,a,they have,ackn,Acknowledge
100333010,36,100333010_36,a,yeah,ackn,Acknowledge
100535013,0,100535013_0,b,hello there,greet,Greet
100535013,1,100535013_1,b,i wonder if you could help me,direct,Direct
100535013,2,100535013_2,b,um i've actually received a letter from about my dum my arrears on the my um account,inform,Inform
100535013,3,100535013_3,a,right,ackn,Acknowledge
100535013,4,100535013_4,b,it is,answ,Answer
100535013,5,100535013_5,b,yes,answElab,Answer Elaborate
100535013,6,100535013_6,a,okay,ackn,Acknowledge
100535013,7,100535013_7,a,just bear with me,hold,Hold
100535013,8,100535013_8,a,and i'll put you through to the accounts department,informIntent,Inform Intention
100535013,9,100535013_9,b,okay lovely,appreciate,Appreciate
100535013,10,100535013_10,b,thank you,thank,Thank
100535013,11,100535013_11,a,thank you,thank,Thank
100535013,12,100535013_12,a,just bear with me ringing for you now,hold,Hold
100632006,0,100632006_0,b,ah wonder if you can,direct,Direct
100632006,1,100632006_1,b,my name's mister i've just moved into in um i've got a the phone there um but i want it disconnected for a little okay um ah yeah this is the old bill actually it's in a mister uh mister um let's help you out then treble that what you need i'm i'm mister,identifySelf,Identify Self
100632006,2,100632006_2,b,i've just moved into in,inform,Inform
